Incident_ID,City,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Traffic_Volume,Road_Lighting,Speed_Limit
MMTI-2025-23297,Marikina,Motorcycle,Side-swipe,3,Rain,40.0,Female,0,,Heavy,Poorly-Lit,80
MMTI-2025-11998,Pasig,Car,Rear-end,3,Clear,26.0,Male,0,133894.44,Moderate,No Lights,60
MMTI-2025-14255,Quezon,Car,Head-on,3,Rainy,43.0,Female,0,1190770.77,Heavy,Well-Lit,40 kph
MMTI-2025-18787,Pateros,Truck,Side-swipe,3,Clear,38.0,Male,0,,Moderate,Unlit,80 km/h
MMTI-2025-20387,Quezon,Car,Hit and Run,3.0,Rainy,38.0,Male,0,"PHP 1,034,906.92",Heavy,Well-Lit,40 km/h
MMTI-2025-18769,Taguig,Motorcycle,Rear-end,Risk Level 3,Cloudy,22.0,M,0,318388.94,Heavy,Well-Lit,60
MMTI-2025-17829,,Jeepney,Head-on,6.0,Clear,32.0,Female,3,197572.79,Moderate,Poorly-Lit,40
MMTI-2025-13694,San Juan,Motorcycle,Rear-end,1.0,Clear,43.0,Male,0,39562.43,Moderate,Well-Lit,60
MMTI-2025-20391,Makati,Car,Rear-end,,Clear,32.0,Male,0,72192.97,Moderate,Well-Lit,30
MMTI-2025-01901,Las Pinas,Car,Head-on,2,Clear,48.0,Male,0,85574.62,Light,Well-Lit,100
MMTI-2025-15880,Quezon,Motorcycle,Rear-end,2,Rainy,39.0,Male,0,755030.41,Moderate,Well-Lit,80
MMTI-2025-19217,,Car,Head-on,3,Clear,27.0,Male,0,230094.33,Moderate,Well-Lit,40
MMTI-2025-20074,Quezon,Jeepney,Rear-end,Risk Level 6,Rainy,42.0,Male,3,1142099.52,Heavy,Well-Lit,40
MMTI-2025-05802,,SUV/Van,Side-swipe,6,Clear,29.0,Male,3,252771.0,Moderate,Well-Lit,60
MMTI-2025-02213,Manila,SUV/Van,Hit and Run,3,Cloudy,30.0,Male,0,197.2k,Moderate,Well-Lit,60 kph
MMTI-2025-01771,Mandaluyong,Motorcycle,Head-on,Risk Level 3,Clear,41.0,Male,0,74660.37,Heavy,Unlit,80
MMTI-2025-09741,Manila,Truck,Hit and Run,,Cloudy,35.0,Male,4,445712.94,Moderate,Well-Lit,60 km/h
MMTI-2025-22727,Quezon,Car,Rear-end,3,Cloudy,37.0,Female,0,394543.24,Heavy,Well-Lit,60
MMTI-2025-23182,Makati,SUV/Van,Rear-end,1,Clear,35.0,Male,0,56169.84,,No Lights,60 km/h
MMTI-2025-04607,Pasig,Car,Head-on,3,Clear,61.0,Male,0,"PHP 140,407.82",HEAVY,Poorly-Lit,60
MMTI-2025-05571,Manila,Motorcycle,Hit and Run,1,Cloudy,47.0,Male,0,204153.16,Moderate,Well-Lit,40
MMTI-2025-02969,Makati,Truck,Hit and Run,3.0,Clear,34.0,Male,0,1398648.18,,Poorly-Lit,40 km/h
MMTI-2025-15378,Caloocan,Motorcycle,Side-swipe,Risk Level 3,,47.0,female ,0,24606.96,Heavy,Well-Lit,40
MMTI-2025-04511,Quezon,Truck,Head-on,3.0,Clear,39.0,Male,0,363642.75,,No Lights,60
MMTI-2025-12848,Taguig,Car,Side-swipe,3,Cloudy,24.0,Female,0,302518.91,Light,Well-Lit,60
MMTI-2025-08289,Quezon,SUV/Van,Head-on,3.0,Cloudy,35.0,Male,0,410097.75,Moderate,Well-Lit,60
MMTI-2025-19929,TAGUIG ,SUV/Van,Rear-end,6,Cloudy,50.0,female ,2,491918.62,,dark,40
MMTI-2025-18152,Pasig,,Head-on,1,Clear,18.0,Female,0,"PHP 104,129.65",Light,Well-Lit,30
MMTI-2025-18445,,Bus,Hit and Run,3,Clear,41.0,Male,0,553894.12,Light,Unlit,30
MMTI-2025-13351,Paranaque,Motorcycle,Side-swipe,3.0,Clear,37.0,Male,0,"PHP 119,012.57",Heavy,Poorly-Lit,60 km/h
MMTI-2025-04329,Las Pinas,Car,Head-on,Risk Level 3,Clear,21.0,Male,0,87721.87,Heavy,POOR,100
MMTI-2025-19295,Paranaque,Car,Head-on,3,Clear,60.0,Male,0,105718.2,Moderate,Poorly-Lit,60 km/h
MMTI-2025-05113,Paranaque,SUV/Van,Head-on,Risk Level 3,Clear,45.0,Male,0,110732.43,Heavy,Well-Lit,60
MMTI-2025-23019,MANILA ,,Hit and Run,3.0,Cloudy,31.0,Female,0,182308.46,Moderate,Poorly-Lit,60 kph
MMTI-2025-00374,Quezon,Car,Side-swipe,3,Rainy,27.0,Male,0,1301211.64,Heavy,Poorly-Lit,40 km/h
MMTI-2025-07697,Malabon,Motorcycle,Hit and Run,3.0,Clear,34.0,Male,0,"PHP 37,115.49",Heavy,Well-Lit,60 km/h
MMTI-2025-09422,Manila,Motorcycle,Hit and Run,3.0,Cloudy,53.0,Male,0,177804.19,Light,Unlit,40
MMTI-2025-04677,Makati,Car,Hit and Run,2,Cloudy,64.0,Male,0,"PHP 262,471.90",Heavy,Well-Lit,60
MMTI-2025-22992,Pasig,Car,Hit and Run,2,Clear,22.0,Male,0,134809.37,Light,Poorly-Lit,60
MMTI-2025-16103,Quezon,Motorcycle,Hit and Run,3,Cloudy,52.0,Male,0,517983.14,Heavy,Well-Lit,30
MMTI-2025-05152,Quezon,,Hit and Run,3,Clear,42.0,Male,0,"PHP 82,218.63",Heavy,Well-Lit,80
MMTI-2025-03254,Quezon,Motorcycle,Hit and Run,3,Rainy,49.0,Male,0,1336900.54,Heavy,Well-Lit,80
MMTI-2025-01173,Quezon,Car,Rear-end,3,Cloudy,46.0,Male,0,388063.77,Moderate,Well-Lit,30
MMTI-2025-20696,San Juan,Jeepney,Hit and Run,2,Rain,30.0,Female,0,28615.83,,Well-Lit,100
MMTI-2025-05539,Paranaque,Car,Hit and Run,3.0,Clear,49.0,Male,0,"PHP 112,750.71",Heavy,Well-Lit,60
MMTI-2025-11211,Marikina,Car,Rear-end,Risk Level 3,Clear,46.0,Male,0,61660.72,Moderate,Well-Lit,40
MMTI-2025-14611,Pasig,Car,Head-on,Risk Level 2,Clear,50.0,Female,0,150686.03,Light,Poorly-Lit,30
MMTI-2025-02651,Quezon,Jeepney,Head-on,,Clear,42.0,Male,0,35590.92,Heavy,Well-Lit,80
MMTI-2025-22346,Pasig,Motorcycle,Rear-end,1,Clear,19.0,Male,0,147694.4,Moderate,Poorly-Lit,80
MMTI-2025-22010,Manila,SUV/Van,Side-swipe,,Rain,42.0,Male,0,93543.63,Heavy,Well-Lit,60 km/h
MMTI-2025-09051,Manila,Car,Side-swipe,3.0,Cloudy,47.0,Male,0,"PHP 204,848.34",Moderate,Well-Lit,60 km/h
MMTI-2025-08317,Quezon,SUV/Van,Side-swipe,Risk Level 6,,,Male,3,494131.34,Heavy,Well-Lit,40
MMTI-2025-03405,Paranaque,Car,Side-swipe,Risk Level 3,Clear,32.0,Male,0,115923.45,Heavy,Well-Lit,60
MMTI-2025-05074,Quezon,Car,Rear-end,3,Rain,,Male,0,161894.85,Moderate,Well-Lit,40
MMTI-2025-21464,Pasay,SUV/Van,Head-on,3,Clear,35.0,Male,0,50551.23,Heavy,Unlit,40
MMTI-2025-20443,Muntinlupa,Car,Hit and Run,3.0,Clear,41.0,female ,0,56894.48,Light,Poorly-Lit,60
MMTI-2025-05547,Marikina,Motorcycle,Head-on,6,Clear,35.0,M,2,67535.69,Heavy,Well-Lit,30
MMTI-2025-22544,Las Pinas,Car,Rear-end,Risk Level 2,Clear,999.0,Male,0,94404.57,Moderate,Poorly-Lit,60
MMTI-2025-08117,,Motorcycle,Rear-end,3.0,Clear,41.0,Male,0,"PHP 47,104.19",Heavy,Well-Lit,60
MMTI-2025-10060,Manila,,Rear-end,3,Clear,40.0,Male,0,77777777,Heavy,dark,60
MMTI-2025-07510,Paranaque,Car,Rear-end,Risk Level 3,Clear,27.0,Female,0,116686.81,Heavy,Well-Lit,60
MMTI-2025-21547,Quezon,Car,Hit and Run,Risk Level 4,Rainy,26.0,Male,1,1072221.95,LIGHT,Well-Lit,60 km/h
MMTI-2025-19519,Quezon,Bus,Hit and Run,6.0,Clear,,Female,1,2869671.93,Heavy,Lit,60
MMTI-2025-08196,Malabon,Car,Head-on,6.0,Rain,40.0,Male,4,125464.65,,Well-Lit,30
MMTI-2025-03038,Quezon,Car,Side-swipe,6,Stormy,40.0,Male,4,1912075.16,Heavy,Well-Lit,30 km/h
MMTI-2025-06523,Taguig,SUV/Van,Hit and Run,3,,48.0,Male,0,287582.53,HEAVY,well lit,80
MMTI-2025-02907,Quezon,SUV/Van,Head-on,3,Rainy,43.0,F,0,830993.37,Heavy,Well-Lit,100
MMTI-2025-16377,Quezon,Car,Side-swipe,3.0,Cloudy,40.0,Female,0,613372.96,Heavy,Well-Lit,60
MMTI-2025-09429,Marikina,Motorcycle,Head-on,Risk Level 6,Clear,54.0,Male,2,60557.8,Heavy,Well-Lit,40
MMTI-2025-10210,Paranaque,SUV/Van,Rear-end,3,Clear,37.0,F,0,108824.34,Heavy,Well-Lit,80 km/h
MMTI-2025-08572,Paranaque,Car,Side-swipe,3,Clear,20.0,Female,0,101582.42,Heavy,Well-Lit,60
MMTI-2025-13467,Muntinlupa,Motorcycle,Head-on,Risk Level 3,Clear,27.0,Female,0,"PHP 53,866.24",Heavy,Well-Lit,60
MMTI-2025-18789,Pasig,Truck,Side-swipe,6,Clear,26.0,Female,2,145517.37,Heavy,Poorly-Lit,60
MMTI-2025-23446,Quezon,Motorcycle,Hit and Run,3.0,Rain,,Male,0,"PHP 11,475.46",Heavy,Well-Lit,100
MMTI-2025-19492,Paranaque,Car,Rear-end,Risk Level 3,Clear,52.0,Male,0,99381.32,Moderate,Well-Lit,60 km/h
MMTI-2025-09489,,Jeepney,Rear-end,3,Cloudy,38.0,Unknown,0,55632.66,Heavy,Well-Lit,60
MMTI-2025-00047,Caloocan,,Rear-end,Risk Level 3,Clear,,Unknown,0,228282.98,Moderate,No Lights,60
MMTI-2025-09825,Manila,SUV/Van,Side-swipe,Risk Level 3,Cloudy,32.0,Male,0,,Heavy,Poorly-Lit,60
MMTI-2025-15042,,Bus,Rear-end,3,Clear,50.0,Male,0,220600.32,Moderate,Poorly-Lit,30
MMTI-2025-13329,Quezon,Car,Side-swipe,3,Stormy,38.0,Male,0,99999999,Heavy,Unlit,60
MMTI-2025-19419,Makati,,Head-on,2.0,Clear,36.0,Male,0,48828.26,Heavy,Poorly-Lit,40
MMTI-2025-10169,Quezon,SUV/Van,Rear-end,3.0,Rainy,32.0,Male,0,638899.26,Heavy,Well-Lit,60
MMTI-2025-18425,,Car,Hit and Run,3,,31.0,Male,0,136127.07,Moderate,Poorly-Lit,80
MMTI-2025-21354,Pasig,Car,Rear-end,4,Clear,49.0,Female,4,141381.45,Moderate,Well-Lit,30
MMTI-2025-06302,Caloocan,Car,Side-swipe,3.0,Clear,32.0,Male,0,42729.62,Heavy,Unlit,40
MMTI-2025-00054,Las Pinas,SUV/Van,Hit and Run,3.0,Clear,52.0,Female,0,81485.54,Heavy,Unlit,60
MMTI-2025-02394,Caloocan,Motorcycle,Side-swipe,Risk Level 3,Clear,36.0,Female,0,44.2k,Moderate,Well-Lit,30
MMTI-2025-06852,Quezon,Car,Hit and Run,2,Cloudy,17.0,Male,0,450452.36,Moderate,Well-Lit,60
MMTI-2025-17360,Quezon,Car,Head-on,6.0,Rainy,46.0,Male,1,645553.69,Heavy,Well-Lit,40
MMTI-2025-10997,,Car,Hit and Run,3.0,Clear,38.0,Male,0,120808.22,,well lit,60 km/h
MMTI-2025-21249,Quezon,,Side-swipe,3,Clear,47.0,Female,0,164237.99,Heavy,Well-Lit,60
MMTI-2025-14188,Quezon,Car,Side-swipe,3,Cloudy,34.0,Male,0,534279.15,Heavy,Well-Lit,60
MMTI-2025-13929,Quezon,SUV/Van,Side-swipe,6.0,Rainy,33.0,Female,4,"PHP 1,101,992.22",HEAVY,Well-Lit,30
MMTI-2025-01063,Quezon,Motorcycle,Head-on,6,Cloudy,43.0,Female,1,390642.62,Heavy,Poorly-Lit,100
MMTI-2025-16771,Quezon,Car,Side-swipe,Risk Level 3,Rainy,41.0,Female,0,826419.13,Moderate,dark,80 km/h
MMTI-2025-08114,Quezon,Jeepney,Head-on,,Clear,55.0,Female,0,,Moderate,Well-Lit,40
MMTI-2025-19400,Las Pinas,Motorcycle,Hit and Run,Risk Level 3,Clear,31.0,Female,0,96549.78,Heavy,Unlit,30
MMTI-2025-23605,Quezon,Car,Rear-end,3.0,Rainy,34.0,Male,0,1451269.94,Heavy,Well-Lit,60
MMTI-2025-06708,Caloocan,Motorcycle,Rear-end,3.0,Clear,26.0,Male,0,42279.87,Moderate,Well-Lit,40 km/h
MMTI-2025-01054,Muntinlupa,Motorcycle,Rear-end,3,Clear,49.0,Male,0,55.8k,Heavy,Well-Lit,60
MMTI-2025-06019,Quezon,Motorcycle,Head-on,6,Stormy,17.0,Male,2,2486878.62,Heavy,Well-Lit,100 kph
MMTI-2025-13700,Quezon,Car,Rear-end,4,,41.0,Male,4,"PHP 220,459.24",Moderate,Poorly-Lit,40 kph
MMTI-2025-20425,Manila,SUV/Van,Head-on,6.0,,46.0,Male,2,818201.64,Heavy,Poorly-Lit,30
MMTI-2025-11467,Quezon,Jeepney,Hit and Run,2.0,,26.0,Male,1,48819.69,Moderate,Well-Lit,60
MMTI-2025-00772,Las Pinas,Car,Head-on,6,Clear,17.0,Female,4,84865.95,Heavy,Lit,30 kph
MMTI-2025-22286,Makati,Truck,Head-on,Risk Level 3,Clear,40.0,Female,0,,Light,Well-Lit,80
MMTI-2025-03364,Muntinlupa,Car,Side-swipe,4.0,Clear,22.0,Male,4,56222.78,Heavy,Well-Lit,60 km/h
MMTI-2025-21932,Manila,Motorcycle,Rear-end,2,Clear,37.0,Female,0,"PHP 13,332.35",,Unlit,80
MMTI-2025-22500,Quezon,Car,Side-swipe,Risk Level 3,Cloudy,41.0,Male,0,501202.15,Moderate,Well-Lit,40 km/h
MMTI-2025-20689,Las Pinas,Car,Head-on,2.0,Clear,35.0,Male,0,88355.09,Moderate,Well-Lit,60
MMTI-2025-19008,Caloocan,Car,Rear-end,4,,31.0,Female,3,200908.07,Moderate,Poorly-Lit,60
MMTI-2025-05582,Quezon,Bus,Rear-end,,Clear,37.0,Male,0,153850.98,Moderate,Poorly-Lit,60 km/h
MMTI-2025-00413,Quezon,Jeepney,Side-swipe,3.0,Rainy,53.0,Male,0,726076.55,Heavy,Well-Lit,60 kph
MMTI-2025-19020,Las Pinas,Car,Side-swipe,3,Clear,39.0,Male,0,85893.57,Moderate,Poorly-Lit,40
MMTI-2025-11630,MARIKINA ,Jeepney,Rear-end,3,,37.0,Male,0,71222.85,Heavy,Well-Lit,40 kph
MMTI-2025-09641,Muntinlupa,Truck,Side-swipe,3.0,Clear,33.0,Female,0,56781.77,MODERATE,Unlit,60
MMTI-2025-08370,MANILA ,SUV/Van,Head-on,3,,24.0,Male,0,269499.48,Heavy,Well-Lit,60
MMTI-2025-04881,Taguig,Car,Rear-end,3.0,Cloudy,39.0,Male,1,270889.75,Moderate,Well-Lit,60
MMTI-2025-01344,Marikina,Bus,Rear-end,Risk Level 1,Clear,27.0,Male,0,234672.52,,Well-Lit,80
MMTI-2025-22286,Makati,Truck,Head-on,Risk Level 3,Clear,40.0,Female,0,,Light,Well-Lit,80
MMTI-2025-22619,Quezon,Car,Head-on,2,Rain,,Male,0,"PHP 65,282.71",Heavy,Poorly-Lit,60 km/h
MMTI-2025-17948,Quezon,Car,Rear-end,3,Cloudy,31.0,Male,0,417351.04,Heavy,Lit,60
MMTI-2025-22202,Paranaque,Bus,Rear-end,,,,Male,0,334064.81,Heavy,Unlit,40
MMTI-2025-03484,Valenzuela,Motorcycle,Side-swipe,3.0,Clear,36.0,Male,0,,Moderate,Well-Lit,30
MMTI-2025-11773,Manila,,Side-swipe,3,Clear,40.0,Male,0,148466.95,Heavy,Unlit,40
MMTI-2025-22193,Las Pinas,SUV/Van,Rear-end,3,Clear,41.0,Male,0,92618.75,Heavy,Poorly-Lit,60
MMTI-2025-09405,Marikina,Car,Side-swipe,3,Clear,31.0,Female,0,64274.17,Heavy,POOR,60
MMTI-2025-05774,Manila,Motorcycle,Rear-end,,Rain,36.0,Female,0,"PHP 14,509.01",Heavy,Well-Lit,80
MMTI-2025-18107,Quezon,Motorcycle,Head-on,2,Cloudy,17.0,Male,0,489531.82,Heavy,Well-Lit,30 km/h
MMTI-2025-12236,Makati,,Side-swipe,Risk Level 3,Clear,17.0,Male,0,,Heavy,Unlit,30 km/h
MMTI-2025-15190,,Jeepney,Rear-end,,Rain,24.0,Male,0,28033.95,Light,Well-Lit,60
MMTI-2025-15173,Quezon,SUV/Van,Side-swipe,3,Clear,52.0,Male,0,,Light,Well-Lit,60 km/h
MMTI-2025-11999,Makati,Jeepney,Hit and Run,3,Clear,,Female,0,48953.45,Heavy,Well-Lit,60
MMTI-2025-23034,Quezon,Car,Hit and Run,3,Rainy,53.0,Female,0,960209.18,Moderate,Poorly-Lit,100
MMTI-2025-13535,Pasay,Truck,Hit and Run,6,Clear,46.0,Female,4,50260.77,Heavy,well lit,30
MMTI-2025-00545,Muntinlupa,Truck,Side-swipe,2,,35.0,Male,0,530856.22,Heavy,Poorly-Lit,40
MMTI-2025-09781,Taguig,Car,Rear-end,3,Cloudy,29.0,Female,0,"PHP 282,662.96",Heavy,Poorly-Lit,40
MMTI-2025-04109,Manila,Bus,Hit and Run,3.0,Rain,40.0,Male,0,,Heavy,well lit,60 km/h
MMTI-2025-07578,Makati,,Hit and Run,3,Clear,35.0,Female,0,201943.11,Light,Well-Lit,40
MMTI-2025-01950,Caloocan,Bus,Head-on,6,Clear,29.0,Female,2,,Heavy,Well-Lit,40
MMTI-2025-10753,Quezon,Car,Head-on,3.0,Cloudy,32.0,Male,0,572.2k,Heavy,Poorly-Lit,40
MMTI-2025-12704,Mandaluyong,Motorcycle,Side-swipe,3,Clear,18.0,Male,0,69950.63,Heavy,Lit,60
MMTI-2025-02854,Mandaluyong,,Rear-end,3,Clear,39.0,Male,0,290099.95,Moderate,Well-Lit,80 kph
MMTI-2025-19729,,Car,Hit and Run,2.0,Rain,42.0,Male,0,65942.14,Light,dark,30
MMTI-2025-23362,Pasig,Motorcycle,Hit and Run,2,,27.0,Female,0,"PHP 13,147.72",Moderate,Lit,40
MMTI-2025-09418,,Bus,Hit and Run,3.0,Rain,43.0,Female,0,485704.94,HEAVY,Well-Lit,40
MMTI-2025-00949,Manila,SUV/Van,Rear-end,3.0,,49.0,Female,0,288546.58,Heavy,Poorly-Lit,60
MMTI-2025-06344,Pasig,Motorcycle,Head-on,3,Clear,28.0,Male,0,162592.52,Heavy,Poorly-Lit,80 kph
MMTI-2025-01543,Taguig,Motorcycle,Rear-end,6,Cloudy,52.0,Male,3,344746.53,Heavy,Well-Lit,60 km/h
MMTI-2025-22014,Manila,Car,Head-on,3,Cloudy,47.0,Male,0,185672.44,Heavy,Unlit,60 kph
MMTI-2025-02622,,Bus,Side-swipe,3,Storm,45.0,Male,0,703330.58,Heavy,Poorly-Lit,80 km/h
MMTI-2025-03865,Quezon,Car,Side-swipe,3,Rainy,60.0,male,0,778.5k,Heavy,Well-Lit,60
MMTI-2025-11424,Quezon,Car,Side-swipe,Risk Level 3,Rainy,25.0,Male,0,1623057.43,Heavy,Well-Lit,60
MMTI-2025-18491,Pasay,Motorcycle,Hit and Run,,Clear,21.0,Female,0,17631.62,Heavy,Well-Lit,60
MMTI-2025-11935,Quezon,Motorcycle,Head-on,4,Cloudy,31.0,Male,4,515912.74,Heavy,Well-Lit,60
MMTI-2025-05177,Quezon,Jeepney,Side-swipe,4,Clear,33.0,Male,4,,Heavy,Well-Lit,80
MMTI-2025-16603,,Jeepney,Side-swipe,,Cloudy,41.0,Male,3,17163.34,Heavy,Poorly-Lit,100
MMTI-2025-07397,Paranaque,Car,Head-on,Risk Level 3,Clear,22.0,F,0,109247.91,LIGHT,Poorly-Lit,40
MMTI-2025-11350,Pasay,Car,Hit and Run,,Rain,42.0,Male,0,"PHP 81,072.61",Heavy,Poorly-Lit,80
MMTI-2025-03545, manila,Truck,Rear-end,3,Clear,42.0,Male,0,,Light,Well-Lit,30
MMTI-2025-10097,Mandaluyong,Car,Hit and Run,3,Clear,35.0,Male,0,"PHP 76,714.97",Heavy,Well-Lit,40
MMTI-2025-22390,Makati,SUV/Van,Hit and Run,3,Clear,48.0,Male,0,,Heavy,Well-Lit,60
MMTI-2025-23147,Las Pinas,Car,Hit and Run,3.0,Clear,45.0,Male,0,81892.33,Heavy,Unlit,60
MMTI-2025-06371,Quezon,Truck,Head-on,3.0,Rainy,-10.0,Male,0,735228.51,Heavy,Unlit,80 km/h
MMTI-2025-10225,Quezon,Motorcycle,Rear-end,3.0,Rainy,43.0,Male,0,1278845.26,Heavy,No Lights,30
MMTI-2025-05358,,Bus,Side-swipe,Risk Level 3,Clear,53.0,Female,0,389804.57,Moderate,Poorly-Lit,80
MMTI-2025-23598,Quezon,Car,Head-on,3,Cloudy,35.0,Male,0,365836.48,Moderate,Well-Lit,30
MMTI-2025-21834,Manila,Bus,Rear-end,Risk Level 3,,56.0,Male,0,1426832.59,Heavy,Well-Lit,80 km/h
MMTI-2025-01748,VALENZUELA ,SUV/Van,Hit and Run,3,Clear,35.0,Male,0,,Heavy,No Lights,40 km/h
MMTI-2025-04529,Pasig,Truck,Rear-end,3,,43.0,Male,0,,Moderate,Poorly-Lit,60
MMTI-2025-01103,Makati,Motorcycle,Side-swipe,3,Cloudy,51.0,Male,0,265119.68,Heavy,Well-Lit,100
MMTI-2025-04840,Paranaque,,Rear-end,3,Rain,50.0,Female,0,,,Well-Lit,40 kph
MMTI-2025-05866,Caloocan,Car,Rear-end,Risk Level 2,Clear,34.0,Male,0,44308.2,Light,Lit,60
MMTI-2025-23101,Taguig,,Head-on,3,Clear,30.0,Male,0,"PHP 208,823.98",Heavy,Poorly-Lit,60
MMTI-2025-16386,Quezon,Car,Rear-end,3,Cloudy,29.0,female ,0,360142.55,MODERATE,Well-Lit,60
MMTI-2025-15616,Quezon,Car,Hit and Run,6.0,Cloudy,37.0,Female,2,403459.44,Heavy,Well-Lit,60 km/h
MMTI-2025-21621,,Motorcycle,Hit and Run,3,Clear,33.0,Male,0,30915.95,Heavy,Well-Lit,30
MMTI-2025-03684,Quezon,Car,Hit and Run,3.0,Rainy,49.0,Female,0,1091926.95,Heavy,Unlit,60
MMTI-2025-00444,Paranaque,Motorcycle,Hit and Run,Risk Level 3,Clear,45.0,Female,0,,HEAVY,Well-Lit,40
MMTI-2025-09834,Marikina,SUV/Van,Head-on,3,Clear,31.0,Male,0,,Heavy,Unlit,60
MMTI-2025-10943,Mandaluyong,Car,Rear-end,6,Clear,48.0,Female,4,77836.78,Heavy,Well-Lit,40 km/h
MMTI-2025-11125,Quezon,Jeepney,Head-on,,Clear,46.0,Female,0,28453.72,Light,Lit,40 km/h
MMTI-2025-12223,Quezon,Car,Head-on,3.0,Cloudy,44.0,Female,0,468881.24,Heavy,Well-Lit,60 kph
MMTI-2025-17502,Taguig,,Rear-end,,Clear,18.0,Female,0,78012.81,,Well-Lit,60
MMTI-2025-00958,Makati,Car,Side-swipe,3,Cloudy,26.0,Male,0,213290.81,Heavy,Lit,60 km/h
MMTI-2025-02071,Manila,Bus,Hit and Run,6.0,Clear,47.0,Male,3,,HEAVY,Well-Lit,30 km/h
MMTI-2025-15313,Las Pinas,SUV/Van,Hit and Run,3,Clear,55.0,F,0,92815.3,Heavy,Lit,40
MMTI-2025-14661,Paranaque,,Hit and Run,Risk Level 2,Clear,28.0,Female,0,-25000,Moderate,Well-Lit,60 km/h
MMTI-2025-03596,Las Pinas,Motorcycle,Head-on,3,Clear,35.0,Male,0,81831.44,Heavy,Well-Lit,80 km/h
MMTI-2025-10828,Manila,Bus,Head-on,Risk Level 3,Clear,47.0,Male,0,,Heavy,Well-Lit,60 km/h
MMTI-2025-15509,Muntinlupa,Motorcycle,Hit and Run,3,Clear,31.0,Female,0,52985.18,Moderate,well lit,60
MMTI-2025-22675,Las Pinas,Motorcycle,Side-swipe,3.0,Clear,29.0,Male,0,86.6k,Heavy,Well-Lit,80
MMTI-2025-03102,Muntinlupa,Motorcycle,Head-on,3,Clear,49.0,Male,0,51793.41,HEAVY,Well-Lit,60
MMTI-2025-11267,Caloocan,Jeepney,Hit and Run,6,,0.0,M,1,"PHP 103,482.58",LIGHT,Poorly-Lit,60
MMTI-2025-03915,San Juan,Car,Side-swipe,3,Clear,39.0,Male,0,40844.15,Moderate,Well-Lit,60
MMTI-2025-23181,Las Pinas,Motorcycle,Head-on,3,Clear,35.0,Male,0,87190.25,HEAVY,Poorly-Lit,80 kph
MMTI-2025-08299,,Motorcycle,Hit and Run,Risk Level 3,Clear,23.0,Male,0,23803.3,Heavy,Poorly-Lit,60
MMTI-2025-06633,Las Pinas,Car,Rear-end,3.0,Clear,48.0,Male,0,86741.52,Light,Lit,60
MMTI-2025-00190,San Juan,Car,Side-swipe,3,Storm,,Male,0,163332.81,Moderate,Poorly-Lit,60
MMTI-2025-17323,Manila,Truck,Rear-end,3,,55.0,Male,0,,Moderate,Well-Lit,60
MMTI-2025-08719,Paranaque,Car,Side-swipe,9.0,Clear,18.0,Female,1,105400.43,Light,Lit,60
MMTI-2025-15750,,Bus,Rear-end,3.0,Rain,45.0,Male,0,"PHP 632,127.03",Moderate,Poorly-Lit,60
MMTI-2025-11937,San Juan,Car,Hit and Run,3,Clear,45.0,Male,0,39867.16,Heavy,Well-Lit,60
MMTI-2025-14649, valenzuela,,Head-on,6.0,Rain,37.0,Female,2,656374.83,,Unlit,60
MMTI-2025-01138,Quezon,Car,Head-on,1.0,Cloudy,23.0,Male,0,586915.9,MODERATE,Well-Lit,80
MMTI-2025-09082,Quezon,SUV/Van,Head-on,3,Cloudy,31.0,Male,0,430487.54,HEAVY,Well-Lit,60
MMTI-2025-22821,Las Pinas,Car,Hit and Run,2.0,Clear,31.0,Male,0,93188.89,Moderate,Well-Lit,60
MMTI-2025-08452,,Jeepney,Head-on,3.0,Clear,32.0,Female,0,101362.41,Heavy,Well-Lit,80
MMTI-2025-21466,Manila,Car,Hit and Run,3,Cloudy,17.0,Male,0,190299.37,Light,Poorly-Lit,30
MMTI-2025-15282,Taguig,Car,Rear-end,3,Cloudy,24.0,Male,0,304652.8,Heavy,Well-Lit,60
MMTI-2025-20166,Quezon,Car,Side-swipe,4.0,Rainy,26.0,Male,4,1521885.28,Moderate,POOR,100 kph
MMTI-2025-04514, paranaque,Car,Hit and Run,3.0,Clear,,Male,0,190811.58,Heavy,Unlit,60
MMTI-2025-12690,Taguig,SUV/Van,Rear-end,3.0,Cloudy,34.0,Male,0,272307.34,Moderate,Poorly-Lit,60
MMTI-2025-15696,Quezon,Motorcycle,Rear-end,Risk Level 2,Cloudy,48.0,Male,4,414430.63,Light,Well-Lit,60
MMTI-2025-18610,Makati,,Head-on,3,Rain,33.0,Male,0,60046.41,Moderate,Well-Lit,60
MMTI-2025-17776,Paranaque,SUV/Van,Rear-end,Risk Level 3,Clear,42.0,Female,0,119066.23,Moderate,Well-Lit,30
MMTI-2025-15017,Manila,Truck,Rear-end,3.0,Cloudy,39.0,Male,0,166590.16,Heavy,Unlit,60
MMTI-2025-03481,Paranaque,Bus,Side-swipe,3.0,Storm,56.0,Male,0,241571.1,,Poorly-Lit,100
MMTI-2025-14410,Quezon,Motorcycle,Head-on,6.0,Stormy,35.0,Male,3,1848150.82,Moderate,Unlit,40
MMTI-2025-05950,Quezon,Motorcycle,Hit and Run,3,Rain,,Male,0,,Heavy,Poorly-Lit,30 km/h
